id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
191244,55927508,2,11,32,1,32,32
191245,55927785,2,62,64,1,64,64
191246,55927956,2,1472,32,1,32,32
191247,55928129,3,8977,64,1,64,64
191248,55928283,2,7573,64,1,64,64
191249,55928300,1,10,32,1,32,32
191250,55928300,0,71,64,1,64,64
191251,55928859,2,7,32,1,32,32
191252,55928983,1,4022,128,1,128,128
191253,55928986,2,14,32,1,32,32
191254,55929082,2,90,32,1,32,32
191255,55929182,2,16,32,1,32,32
191256,55929208,2,133,32,1,32,32
191257,55929399,2,2112,32,1,32,32
191258,55929418,2,4299,32,1,32,32
191259,55929594,1,13,128,1,128,128
191260,55929605,2,24,32,1,32,32
191261,55929650,1,9,128,1,128,128
191262,55929677,4,16,32,1,32,32
191263,55929699,1,826,32,1,32,32
191264,55929948,2,34,32,1,32,32
191265,55930169,3,1462,32,1,32,32
191266,55931333,2,122,32,1,32,32
191267,55931402,1,490,128,1,128,128
191268,55931706,2,2150,32,1,32,32
191269,55931859,2,165,32,1,32,32
191270,55931900,2,307,128,1,128,128
191271,55932098,3,108,32,1,32,32
191272,55932153,1,872,128,1,128,128
191273,55932418,2,570,32,1,32,32
191274,55932506,2,184,32,1,32,32
191275,55932519,0,58,32,1,32,32
191276,55932639,2,227,32,1,32,32
191277,55932642,1,972,32,1,32,32
191278,55933250,1,364,128,1,128,128
191279,55933283,1,90,32,1,32,32
191280,55933310,1,8016,128,1,128,128
191281,55933322,1,743,128,1,128,128
191282,55933342,1,7963,128,1,128,128
191283,55933758,2,5310,32,1,32,32
191284,55933865,1,53,32,1,32,32
191285,55934242,2,88,32,1,32,32
191286,55934382,13,522,32,1,32,32
191287,55934400,8,213,32,1,32,32
191288,55934980,3,904,32,1,32,32
191289,55935181,2,2227,32,1,32,32
191290,55935855,1,113,64,1,64,64
191291,55936017,2,210,64,1,64,64
191292,55936394,1,1083,32,1,32,32
191293,55936523,2,64,32,1,32,32
191294,55936604,2,502,64,1,64,64
191295,55936960,2,923,32,1,32,32
191296,55937011,1,397,32,1,32,32
191297,55937088,1,4321,64,1,64,64
191298,55937343,4,4330,512,1,512,512
191299,55937502,2,380,32,1,32,32
191300,55938208,1,2007,32,1,32,32
191301,55938326,4,212,32,1,32,32
191302,55938557,2,158,32,1,32,32
191303,55938763,1,989,32,1,32,32
191304,55939124,1,4857,32,1,32,32
191305,55939804,2,1067,32,1,32,32
191306,55940382,2,781,32,1,32,32
191307,55941175,2,1153,32,1,32,32
191308,55941348,1,3910,64,1,64,64
191309,55941676,3,4262,512,1,512,512
191310,55941719,1,383,128,1,128,128
191311,55941793,2,376,32,1,32,32
191312,55942121,2,119,128,1,128,128
191313,55942287,2,62,128,1,128,128
191314,55942414,2,186,32,1,32,32
191315,55942476,2,277,32,1,32,32
191316,55942684,2,398,128,1,128,128
191317,55943447,1,114,128,1,128,128
191318,55943710,4,41,128,1,128,128
191319,55943982,0,22,32,1,32,32
191320,55943984,1,1546,32,1,32,32
191321,55944003,2,5506,32,1,32,32
191322,55944409,19542,17390,128,1,128,128
191323,55945196,42031,8740,64,1,64,64
191324,55945579,3,214,32,1,32,32
191325,55945940,4,4321,512,1,512,512
191326,55946959,1,206,32,1,32,32
191327,55947524,1,2840,32,1,32,32
191328,55949545,2,4771,32,1,32,32
191329,55950264,4,15047,256,1,256,256
191330,55950364,2,1473,32,1,32,32
191331,55954364,1,4380,32,1,32,32
191332,55955649,64,11913,32,1,32,32
191333,55956482,2,943,32,1,32,32
191334,55957861,64,12121,64,1,64,64
191335,55957935,2,33,32,1,32,32
191336,55957946,0,23,64,1,64,64
191337,55958055,2,11,32,1,32,32
191338,55958198,1,10,32,1,32,32
191339,55958226,1,386,32,1,32,32
191340,55958258,1,28,32,1,32,32
191341,55958573,3,74,32,1,32,32
191342,55958753,1,1315,32,1,32,32
191343,55958762,1,9159,32,1,32,32
191344,55958867,1,1588,32,1,32,32
191345,55959022,1,711,32,1,32,32
191346,55960015,7612,10659,32,1,32,32
191347,55960123,3,6580,32,1,32,32
191348,55960600,1,535,32,1,32,32
191349,55961258,2,1060,32,1,32,32
191350,55962441,1,520,32,1,32,32
191351,55963108,2,1665,32,1,32,32
191352,55963340,3,2016,32,1,32,32
191353,55964844,2,795,32,1,32,32
191354,55965061,3,1183,32,1,32,32
191355,55965313,7,21491,256,1,256,256
191356,55966349,4,483,32,1,32,32
191357,55967565,10722,11769,32,1,32,32
191358,55967974,1,3677,32,1,32,32
191359,55969981,66,12346,64,1,64,64
191360,55971709,4,3579,32,1,32,32
191361,55975328,1,3685,32,1,32,32
191362,55979064,2,3680,32,1,32,32
191363,55982330,52466,12444,64,1,64,64
191364,55982805,1,3679,32,1,32,32
191365,55985331,1906,76,128,1,128,128
191366,55986540,2,15,32,1,32,32
191367,55986605,3,931,32,1,32,32
191368,55986670,2,914,32,1,32,32
191369,55986734,806,960,32,1,32,32
191370,55986810,4,6084,256,1,256,256
191371,55987034,3,227,32,1,32,32
191372,55987248,0,60,64,1,64,64
191373,55987314,1,47,64,1,64,64
191374,55987350,2,352,32,1,32,32
191375,55987363,1,44,32,1,32,32
191376,55987409,1,269,128,1,128,128
191377,55987579,8,912,32,1,32,32
191378,55987680,1,282,64,1,64,64
191379,55987937,2,4618,128,1,128,128
191380,55987965,2,295,32,1,32,32
191381,55988040,2,8232,64,1,64,64
191382,55988072,44266,5719,128,1,128,128
191383,55989993,64,11774,32,1,32,32
191384,55995901,1,4678,64,1,64,64
191385,55997932,2,3342,128,1,128,128
191386,56000518,1,4731,64,1,64,64
191387,56000579,3,429,512,1,512,512
191388,56001162,1,607,512,1,512,512
191389,56001769,63,11625,32,1,32,32
191390,56001842,0,36,32,1,32,32
191391,56001884,1,232,512,1,512,512
191392,56002137,1,38,32,1,32,32
191393,56002575,1,62,32,1,32,32
191394,56002678,1,227,512,1,512,512
191395,56002847,1,58,32,1,32,32
191396,56002979,1,64,32,1,32,32
191397,56003294,1,63,32,1,32,32
191398,56003307,1,182,512,1,512,512
191399,56003863,2,5458,64,1,64,64
191400,56003990,2,168,512,1,512,512
191401,56004242,3,13288,32,1,32,32
191402,56004417,4908,3119,64,1,64,64
191403,56004474,1,161,512,1,512,512
191404,56004539,3,9970,256,1,256,256
191405,56005051,10,188,512,1,512,512
191406,56005219,7,6656,64,1,64,64
191407,56005371,1,588,32,1,32,32
191408,56005457,1,1020,32,1,32,32
191409,56005567,4,198,512,1,512,512
191410,56006736,34,1074,512,1,512,512
191411,56006945,1,210,32,1,32,32
191412,56007253,2,1838,128,1,128,128
191413,56007297,1,777,32,1,32,32
191414,56008086,3,6510,32,1,32,32
191415,56008340,1,1115,512,1,512,512
191416,56009264,3,317,32,1,32,32
191417,56009322,3123,4609,64,1,64,64
191418,56010161,1,219,32,1,32,32
191419,56010461,1,458,32,1,32,32
191420,56010689,1,18,64,1,64,64
191421,56010739,1,281,64,1,64,64
191422,56010928,1,536,128,1,128,128
191423,56011818,1,8458,64,1,64,64
191424,56012327,3,3146,128,1,128,128
191425,56013396,62,12044,32,1,32,32
191426,56013468,0,59,32,1,32,32
191427,56014510,5,9800,256,1,256,256
191428,56014627,1,22318,32,1,32,32
191429,56015011,1,31,128,1,128,128
191430,56015490,1,3104,128,1,128,128
191431,56016575,5,6578,64,1,64,64
191432,56016918,1,83,128,1,128,128
191433,56017053,3,6527,64,1,64,64
191434,56017466,1,43,32,1,32,32
191435,56017693,2,515,512,1,512,512
191436,56018590,3,2834,128,1,128,128
191437,56018623,1,27,32,1,32,32
191438,56019307,1,28,32,1,32,32
191439,56019540,1,27,32,1,32,32
191440,56019731,1,26,32,1,32,32
191441,56019863,3,76,32,1,32,32
191442,56020119,1,496,512,1,512,512
191443,56020171,3,31,32,1,32,32
191444,56020230,1,9690,64,1,64,64
191445,56020276,2,26,32,1,32,32
191446,56020277,0,27,64,1,64,64
191447,56020405,2,26,32,1,32,32
191448,56020532,1,26,32,1,32,32
191449,56020599,2,25,32,1,32,32
191450,56021474,3,27,128,1,128,128
191451,56021611,1,260,128,1,128,128
191452,56021868,2,495,512,1,512,512
191453,56021878,1,3169,128,1,128,128
191455,56022765,1,544,512,1,512,512
191456,56023578,2,4128,64,1,64,64
191457,56024312,6,9503,256,1,256,256
191458,56024581,1,10071,32,1,32,32
191459,56025038,3,1614,128,1,128,128
191460,56025441,62,11886,32,1,32,32
191461,56026656,1,473,128,1,128,128
191462,56027176,1,2073,128,1,128,128
191463,56027698,6,3907,64,1,64,64
191464,56028381,2,6720,512,1,512,512
191465,56029282,1,3053,128,1,128,128
191466,56029834,0,24,64,1,64,64
191467,56029855,4,4936,64,1,64,64
191468,56031610,42005,4610,64,1,64,64
191469,56032368,5022,11195,32,1,32,32
191470,56033621,1,5178,32,1,32,32
191471,56033819,4,7791,256,1,256,256
191472,56034732,38892,10155,64,1,64,64
191473,56035238,1,7881,512,1,512,512
191474,56037328,11258,11985,32,1,32,32
191475,56038838,1,3327,32,1,32,32
191476,56041522,94,9507,256,1,256,256
191477,56041612,1509,8655,512,1,512,512
191478,56042180,1,3358,32,1,32,32
191479,56043919,1,39,32,1,32,32
191481,56045540,1,3325,32,1,32,32
191482,56047177,64,12307,64,1,64,64
191483,56047714,4750,19440,128,1,128,128
191484,56048590,11982,11198,32,1,32,32
191485,56048892,1,3331,32,1,32,32
191486,56051122,3,9601,256,1,256,256
191487,56051773,5,8803,512,1,512,512
191488,56052239,1,3338,32,1,32,32
191490,56055583,1,3338,32,1,32,32
191491,56058923,1,3340,32,1,32,32
191492,56059529,21,12267,64,1,64,64
191493,56060547,11224,11733,32,1,32,32
191494,56060574,8,4383,512,1,512,512
191495,56060725,4242,4245,512,1,512,512
191496,56062265,1,3336,32,1,32,32
191497,56064962,4252,4490,512,1,512,512
191498,56065604,1,3394,32,1,32,32
191499,56069002,2,3351,32,1,32,32
191500,56069211,1373,9088,256,1,256,256
191502,56071730,1896,70,128,1,128,128
191503,56071782,0,20,32,1,32,32
191504,56071782,0,21,64,1,64,64
191505,56071801,48208,13113,64,1,64,64
191506,56071817,11688,11486,32,1,32,32
191507,56072403,1,3610,32,1,32,32
191508,56073697,1,87,64,1,64,64
191509,56073701,5,4454,512,1,512,512
191510,56073787,1,49,32,1,32,32
191511,56073838,1,286,128,1,128,128
191512,56074126,1,382,64,1,64,64
191513,56074510,1,368,32,1,32,32
191514,56076046,2,3366,32,1,32,32
191515,56078157,5,4473,512,1,512,512
191516,56078224,3,7610,64,1,64,64
191517,56079447,1,3429,32,1,32,32
191518,56079671,2966,8909,512,1,512,512
191519,56080917,8570,9634,256,1,256,256
191520,56082631,8917,9851,512,1,512,512
191521,56082859,3,4391,32,1,32,32
191522,56083185,2,7610,128,1,128,128
191523,56083248,4,7436,128,1,128,128
191524,56083443,11549,13240,32,1,32,32
191525,56083715,2,9802,64,1,64,64
191526,56085060,2,57385,32,1,32,32
191527,56085835,4,4625,64,1,64,64
191528,56086272,33673,16443,128,1,128,128
191529,56087290,1,6725,32,1,32,32
191530,56090463,3,4191,64,1,64,64
191531,56090794,1,3231,128,1,128,128
191532,56091544,7578,8096,256,1,256,256
191533,56093125,2,22639,32,1,32,32
191534,56093456,1,7137,64,1,64,64
191535,56093983,34,11908,32,1,32,32
191536,56094022,2,7628,128,1,128,128
191537,56094654,5,4459,64,1,64,64
191538,56099117,16650,4055,64,1,64,64
191539,56099849,21335,11294,32,1,32,32
191540,56100529,2,5647,64,1,64,64
191541,56101104,2,11486,128,1,128,128
191542,56101395,7,6655,512,1,512,512
191543,56101642,1,9188,128,1,128,128
191544,56101646,3,7973,128,1,128,128
191545,56104202,2,15073,32,1,32,32
191546,56104538,1,2731,64,1,64,64
191547,56105926,3,13174,32,1,32,32
191548,56106114,1,6632,64,1,64,64
191549,56106839,2,41,64,1,64,64
191550,56107216,4,8028,256,1,256,256
191551,56107405,1,505,64,1,64,64
191552,56108035,1,40,64,1,64,64
191553,56108051,8,5734,512,1,512,512
191554,56108199,34,12950,32,1,32,32
191555,56108231,11,530,64,1,64,64
191556,56109618,2,6473,128,1,128,128
191557,56109992,2,3976,64,1,64,64
191558,56110854,3,6980,128,1,128,128
191559,56111528,1,3960,32,1,32,32
191560,56112522,2968,36,32,1,32,32
191561,56112708,0,34,64,1,64,64
191562,56112740,4,7264,64,1,64,64
191563,56113788,7,5180,512,1,512,512
191564,56114259,2,18,64,1,64,64
191565,56115245,5,8000,256,1,256,256
191566,56115373,1,19,64,1,64,64
191567,56116089,2,3852,128,1,128,128
191568,56116310,1,27,64,1,64,64
191569,56116401,2,91,64,1,64,64
191570,56117351,1,26,32,1,32,32
191571,56117472,2,95,32,1,32,32
191572,56117822,44663,14084,128,1,128,128
191573,56117904,3,8,32,1,32,32
191574,56118365,2,9,32,1,32,32
191575,56118537,2,6,32,1,32,32
191576,56118695,2,143,32,1,32,32
191577,56118971,7,9127,512,1,512,512
191578,56119145,7,9717,32,1,32,32
191579,56119311,2,11048,32,1,32,32
191580,56119820,42642,4641,64,1,64,64
191581,56119940,42527,17458,128,1,128,128
191582,56119947,42529,8095,64,1,64,64
191583,56121153,11326,12868,32,1,32,32
191584,56121195,1,90,32,1,32,32
191585,56121670,1,89,32,1,32,32
191586,56121780,2,219,32,1,32,32
191587,56123247,5,14785,256,1,256,256
191588,56128100,7,9287,512,1,512,512
191589,56128785,1,1478,32,1,32,32
191590,56128911,1,9770,32,1,32,32
191591,56130392,1,10902,32,1,32,32
191592,56132456,12892,11367,32,1,32,32
191593,56133029,0,26,64,1,64,64
191594,56133054,69,14047,64,1,64,64
191595,56137390,6,9466,512,1,512,512
191596,56138035,4,14312,256,1,256,256
191597,56138676,2,7740,32,1,32,32
191598,56141352,2,7857,32,1,32,32
191599,56145284,58168,11801,32,1,32,32
191600,56146398,22,7191,32,1,32,32
191601,56146852,1,6,32,1,32,32
191602,56147014,1,64,32,1,32,32
191603,56147129,43,11801,64,1,64,64
191604,56147170,12,5,32,1,32,32
191605,56147209,2,58,32,1,32,32
191606,56147929,1,100,32,1,32,32
191607,56148034,1,304,32,1,32,32
191608,56148598,1,526,32,1,32,32
191609,56149241,1,7181,32,1,32,32
191610,56151514,2,130,32,1,32,32
191611,56152349,4,10121,512,1,512,512
191612,56153634,1,8849,32,1,32,32
191613,56156466,2,6155,32,1,32,32
191614,56156690,1,309,32,1,32,32
191615,56156724,1,6140,32,1,32,32
191616,56157494,1,33,32,1,32,32
191617,56157781,1,32,32,1,32,32
191618,56158131,4347,140,128,1,128,128
191619,56158911,44553,12343,64,1,64,64
191620,56162971,3,3683,32,1,32,32
191621,56164279,39366,19517,128,1,128,128
191622,56165009,2,16762,128,1,128,128
191623,56165223,1,1494,128,1,128,128
191624,56166410,1,832,128,1,128,128
191625,56166645,48609,3,32,1,32,32
191626,56166887,2,3680,32,1,32,32
191627,56166905,1,7848,128,1,128,128
191628,56167098,2,4223,64,1,64,64
191629,56168588,1,2039,256,1,256,256
191630,56170561,2,9970,64,1,64,64
191632,56170623,1,3690,32,1,32,32
191635,56171226,2,1748,32,1,32,32
191636,56171319,1,4612,64,1,64,64
191637,56171441,5,713,32,1,32,32
191638,56172252,4,8276,32,1,32,32
191639,56172257,2,1048,32,1,32,32
191640,56172324,2,406,128,1,128,128
191641,56173663,1,1197,32,1,32,32
191642,56174343,2,2535,32,1,32,32
191643,56174360,2,18147,32,1,32,32
191644,56174786,2,17509,512,1,512,512
191645,56174879,2,492,32,1,32,32
