id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
188345,55326634,2,215,32,1,32,32
188346,55326638,3,593,32,1,32,32
188347,55326754,2,3620,64,1,64,64
188348,55326822,4,48,128,1,128,128
188349,55326957,4,214,128,1,128,128
188350,55327011,2,220,32,1,32,32
188351,55327098,2,6482,128,1,128,128
188352,55327099,0,28,64,1,64,64
188353,55327172,4,173,128,1,128,128
188354,55327341,3,201,32,1,32,32
188355,55327389,2,218,32,1,32,32
188356,55327399,2,72,128,1,128,128
188357,55327752,2,199,32,1,32,32
188358,55327827,4,200,32,1,32,32
188359,55327855,5,143,128,1,128,128
188360,55327930,25,423,32,1,32,32
188361,55328030,3,149,128,1,128,128
188362,55328112,2,287,32,1,32,32
188363,55328230,12,228,32,1,32,32
188364,55328999,2,776,32,1,32,32
188365,55329149,2,240,32,1,32,32
188366,55329191,3,6672,128,1,128,128
188367,55329260,4,8096,512,1,512,512
188368,55330382,4,3707,32,1,32,32
188369,55330443,1,1024,32,1,32,32
188370,55330665,65,11494,32,1,32,32
188371,55333297,3,123,64,1,64,64
188372,55333491,3,213,64,1,64,64
188373,55333754,2,195,64,1,64,64
188374,55333953,2,195,64,1,64,64
188375,55334120,2,4449,32,1,32,32
188376,55334153,2,10,64,1,64,64
188377,55334256,2,213,64,1,64,64
188378,55334473,2,193,64,1,64,64
188379,55334670,2,219,64,1,64,64
188380,55334832,5,47,64,1,64,64
188381,55334845,3,6627,128,1,128,128
188382,55335044,2,232,64,1,64,64
188383,55335286,2,219,64,1,64,64
188384,55335519,2,12,64,1,64,64
188385,55335564,2,23,64,1,64,64
188386,55335578,2,24,64,1,64,64
188387,55335616,2,195,64,1,64,64
188388,55335815,2,190,64,1,64,64
188389,55335863,1,6980,128,1,128,128
188390,55335975,3,421,32,1,32,32
188391,55336009,2,242,64,1,64,64
188392,55336321,2,277,64,1,64,64
188393,55336609,3,223,64,1,64,64
188394,55336620,1,1068,32,1,32,32
188395,55336833,4,236,64,1,64,64
188396,55337072,3,225,64,1,64,64
188397,55337147,2,63501,32,1,32,32
188398,55337311,2,203,64,1,64,64
188399,55337356,8,21216,256,1,256,256
188400,55337518,2,264,64,1,64,64
188401,55338578,2,62071,32,1,32,32
188402,55340050,42346,610,128,1,128,128
188403,55342114,216841,195,32,1,32,32
188404,55342205,21,11922,32,1,32,32
188405,55342842,39551,3673,128,1,128,128
188406,55346446,9,1238,512,1,512,512
188407,55346774,941,5061,512,1,512,512
188408,55351622,17165,13608,64,1,64,64
188409,55351888,909,4113,512,1,512,512
188410,55352208,30198,8558,64,1,64,64
188411,55354141,9,11913,32,1,32,32
188412,55354173,0,52,32,1,32,32
188413,55356908,4,4095,512,1,512,512
188414,55358574,8,11681,256,1,256,256
188416,55361006,3,4152,512,1,512,512
188417,55365159,4,9160,512,1,512,512
188418,55365982,0,20,32,1,32,32
188419,55366000,64,12602,32,1,32,32
188420,55374321,8,24700,256,1,256,256
188421,55378604,64,12492,32,1,32,32
188422,55380531,1885,130,128,1,128,128
188423,55383466,42152,17678,128,1,128,128
188424,55386060,2,3417,128,1,128,128
188425,55388781,7,11842,512,1,512,512
188426,55389474,3,3361,128,1,128,128
188427,55390323,164929,4377,32,1,32,32
188428,55391098,64,12408,32,1,32,32
188429,55392834,3,3387,128,1,128,128
188430,55395422,2,48,128,1,128,128
188431,55396016,7556,3,32,1,32,32
188432,55396218,4,3361,128,1,128,128
188433,55397897,27803,16585,64,1,64,64
188434,55397973,2,4755,64,1,64,64
188435,55399028,5,12894,256,1,256,256
188436,55399579,2,3403,128,1,128,128
188437,55400843,5,11837,512,1,512,512
188438,55402542,2,115,64,1,64,64
188439,55402943,54990,7,128,1,128,128
188440,55402979,3,3374,128,1,128,128
188441,55403046,2,3889,64,1,64,64
188442,55403071,2,130,64,1,64,64
188443,55403495,2,169,64,1,64,64
188444,55403507,69,12155,32,1,32,32
188445,55404533,4,127,64,1,64,64
188446,55404739,1,378,64,1,64,64
188447,55404996,154155,207,32,1,32,32
188448,55406353,2,3482,128,1,128,128
188449,55406930,5,3560,64,1,64,64
188450,55407669,2,249,128,1,128,128
188451,55409831,4,3514,128,1,128,128
188452,55410490,2,3544,64,1,64,64
188453,55411683,1,756,128,1,128,128
188454,55412896,8,11688,512,1,512,512
188455,55413345,2,3436,128,1,128,128
188456,55413420,2,452,128,1,128,128
188457,55414032,1,3835,64,1,64,64
188458,55415670,62,11783,32,1,32,32
188459,55415995,2,216,64,1,64,64
188460,55416646,2,161,64,1,64,64
188461,55416780,2,3363,128,1,128,128
188462,55417290,2,175,64,1,64,64
188463,55417863,3,3860,64,1,64,64
188464,55417980,2,220,64,1,64,64
188465,55418564,4,205,64,1,64,64
188466,55420142,2,3365,128,1,128,128
188467,55420662,2,126,64,1,64,64
188468,55420864,2,106,64,1,64,64
188469,55421439,2,147,64,1,64,64
188470,55421721,3,3974,64,1,64,64
188471,55421779,3,115,64,1,64,64
188472,55422358,3,110,64,1,64,64
188473,55422923,2,142,64,1,64,64
188474,55423752,2,144,64,1,64,64
188475,55424582,1,289,64,1,64,64
188476,55424931,6,17116,512,1,512,512
188477,55424942,0,73,512,1,512,512
188478,55424980,36,298,64,1,64,64
188480,55427452,64,11690,32,1,32,32
188481,55439143,64,11878,32,1,32,32
188482,55441821,253,11,512,1,512,512
188483,55442362,6,256,512,1,512,512
188484,55442403,13,8,256,1,256,256
188485,55442473,172,7,512,1,512,512
188486,55442746,3,163,512,1,512,512
188487,55442975,8,1538,512,1,512,512
188563,55444206,24600,4310,128,1,128,128
188578,55444376,166,169,512,1,512,512
188599,55444799,14,22736,512,1,512,512
188605,55444897,23916,16096,64,1,64,64
189125,55451059,0,20,32,1,32,32
189127,55451076,10,11639,32,1,32,32
189712,55462663,64,12192,32,1,32,32
189713,55463440,5376,10078,64,1,64,64
189714,55463448,72484,13417,64,1,64,64
189715,55463526,2,4506,64,1,64,64
189716,55463576,0,58,64,1,64,64
189717,55463635,6,1477,128,1,128,128
189718,55466931,1895,111,128,1,128,128
189719,55467656,7,11537,512,1,512,512
189720,55467668,0,75,512,1,512,512
189721,55468939,2,101,64,1,64,64
189722,55469044,90117,51,32,1,32,32
189723,55471576,6,3398,128,1,128,128
189724,55471587,0,30,128,1,128,128
189725,55471967,3,1728,128,1,128,128
189726,55472857,6,10318,64,1,64,64
189727,55473811,38243,22811,128,1,128,128
189728,55474890,30,12528,32,1,32,32
189729,55475548,8,219,128,1,128,128
189730,55475769,16,124,128,1,128,128
189731,55475907,15,331,128,1,128,128
189732,55478340,7,45,128,1,128,128
189733,55478448,8,415,128,1,128,128
189734,55478873,2,8432,64,1,64,64
189735,55479053,24,117,128,1,128,128
189736,55479147,49,646,128,1,128,128
189737,55479199,0,24,128,1,128,128
189738,55479226,8,11533,512,1,512,512
189739,55480537,7,44,128,1,128,128
189740,55480639,9,5379,128,1,128,128
189741,55483171,2,6026,128,1,128,128
189742,55487242,2,6318,64,1,64,64
189743,55487388,61,11984,32,1,32,32
189744,55488059,2,4018,128,1,128,128
189745,55489150,1,216,64,1,64,64
189746,55489192,5,5106,64,1,64,64
189747,55489402,2,279,64,1,64,64
189748,55490146,2,261,64,1,64,64
189749,55491311,7,2962,512,1,512,512
189750,55491326,2,5,64,1,64,64
189751,55491447,2,5,64,1,64,64
189752,55491527,2,6,64,1,64,64
189753,55491556,4,125,64,1,64,64
189754,55491816,2,204,64,1,64,64
189755,55492076,2,3761,128,1,128,128
189756,55492224,6,813,128,1,128,128
189757,55492285,2,236,64,1,64,64
189758,55492814,3,226,64,1,64,64
189759,55493278,2,281,64,1,64,64
189760,55493526,2,7193,64,1,64,64
189761,55493779,3,227,64,1,64,64
189762,55494136,165,1035,512,1,512,512
189763,55494278,28,4586,64,1,64,64
189764,55494334,1004,11559,512,1,512,512
189765,55494701,2,233,64,1,64,64
189766,55495102,3,240,64,1,64,64
189767,55495575,3,169,64,1,64,64
189768,55495835,3,5243,128,1,128,128
189769,55495869,2,224,64,1,64,64
189770,55495928,2,2804,128,1,128,128
189771,55499118,7,6,256,1,256,256
189772,55499329,5,1506,256,1,256,256
189773,55499370,65,13546,32,1,32,32
189774,55500656,2,4185,64,1,64,64
189775,55502369,4,32617,256,1,256,256
189776,55504778,3,8026,64,1,64,64
189777,55506290,3,29637,64,1,64,64
189778,55506962,9,1722,512,1,512,512
189779,55507267,4,576,64,1,64,64
189780,55507377,3,553,64,1,64,64
189781,55508429,286,1245,512,1,512,512
189782,55508780,54082,16533,512,1,512,512
189783,55509957,5,4336,512,1,512,512
189785,55512742,42522,7091,64,1,64,64
189786,55512902,80,13259,32,1,32,32
189787,55512998,0,74,32,1,32,32
189788,55514292,8,4317,512,1,512,512
189789,55518609,10,4376,512,1,512,512
189790,55522991,6,4471,512,1,512,512
189791,55526177,65,12802,32,1,32,32
189792,55527464,6,10680,512,1,512,512
189802,55534988,5,10093,256,1,256,256
190037,55538146,6,8733,512,1,512,512
190105,55539031,14,12585,32,1,32,32
190535,55545084,5,6350,256,1,256,256
190536,55546876,12,4508,512,1,512,512
190537,55547808,2,5656,128,1,128,128
190538,55549283,52604,12642,64,1,64,64
190539,55551393,6,4330,512,1,512,512
190540,55551437,4,5818,256,1,256,256
190541,55551561,46844,12164,32,1,32,32
190542,55553331,1944,92,128,1,128,128
190543,55554831,43585,17979,128,1,128,128
190544,55555061,224,6819,128,1,128,128
190545,55555284,0,68,64,1,64,64
190546,55555369,2,48,64,1,64,64
190547,55555667,2,153,64,1,64,64
190548,55555724,7,4363,512,1,512,512
190549,55557258,2838,2764,512,1,512,512
190550,55558791,0,113,32,1,32,32
190551,55558833,2,3270,64,1,64,64
190552,55559213,2,545,128,1,128,128
190553,55559654,3,4316,32,1,32,32
190554,55559761,1,402,64,1,64,64
190555,55559922,1,362,128,1,128,128
190556,55559965,1,4608,64,1,64,64
190557,55560091,12,19291,256,1,256,256
190558,55560166,1,820,32,1,32,32
190559,55561495,12,411,32,1,32,32
190560,55563082,16422,1358,64,1,64,64
190561,55563223,51307,22360,64,1,64,64
190562,55563241,2,436,32,1,32,32
190563,55563994,2,15573,32,1,32,32
190564,55564349,2,217,32,1,32,32
190565,55565143,14428,14,32,1,32,32
190566,55565603,13893,1042,128,1,128,128
190567,55579592,6,6,32,1,32,32
190568,55579662,2,6,32,1,32,32
190569,55579727,2,5,32,1,32,32
190570,55579793,1,6,32,1,32,32
190571,55579857,3,5,32,1,32,32
190572,55579923,2,5,32,1,32,32
190573,55579988,2,5,32,1,32,32
190574,55580053,2,5,32,1,32,32
190575,55580085,1,31,32,1,32,32
190576,55580118,2,5,32,1,32,32
190577,55580183,2,5,32,1,32,32
190578,55580213,1,1935,32,1,32,32
190579,55580219,1,193,32,1,32,32
190580,55580248,1,7,32,1,32,32
190581,55580312,2,6,32,1,32,32
190582,55580527,2,40,32,1,32,32
190583,55580647,1,4435,256,1,256,256
190584,55580857,2,3109,64,1,64,64
190585,55580898,1,1251,32,1,32,32
190586,55581121,3,955,128,1,128,128
190587,55582091,1,1489,128,1,128,128
190590,55582836,2,994,32,1,32,32
190592,55583734,1,304,128,1,128,128
190593,55583872,4,51,32,1,32,32
190594,55583963,2,2587,64,1,64,64
190595,55584048,2,288,128,1,128,128
190596,55584158,1,8,32,1,32,32
190597,55584430,1,137,128,1,128,128
190600,55585162,1,6651,128,1,128,128
190602,55585812,2,8710,512,1,512,512
190603,55586546,2,2771,64,1,64,64
190604,55586702,1,5441,128,1,128,128
190605,55587483,2,863,32,1,32,32
190606,55588308,1,3035,32,1,32,32
190607,55588543,1,1319,64,1,64,64
190608,55589122,3,346,32,1,32,32
190609,55589252,4,1066,32,1,32,32
190610,55589313,2,4898,64,1,64,64
190611,55589355,1,11096,64,1,64,64
190612,55589476,3,365,32,1,32,32
190613,55589865,2,372,32,1,32,32
190614,55590670,12667,9773,512,1,512,512
