S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
33427,5,1197,32,242,1,32,32
33811,7,8507,64,243,1,64,64
34047,4,578,512,244,1,512,512
34321,159,1274,256,245,1,256,256
34405,5,5023,32,246,1,32,32
34700,12,525,32,247,1,32,32
35131,16,2139,64,248,1,64,64
35479,0,61,32,249,1,32,32
35741,9,336,32,250,1,32,32
35968,10,8323,128,251,1,128,128
36364,4,279,256,252,1,256,256
37877,5,624,32,253,1,32,32
37943,4,77,32,254,1,32,32
38477,6,106,32,255,1,32,32
38487,4,102,32,256,1,32,32
38717,4,68,32,257,1,32,32
38960,7,992,32,258,1,32,32
39176,4,73,32,259,1,32,32
39647,5,2354,32,260,1,32,32
40112,7,69,32,261,1,32,32
40287,5,67,32,262,1,32,32
40393,4,9678,32,263,1,32,32
42251,7,4008,32,264,1,32,32
43341,5,1704,32,265,1,32,32
43946,5,20,512,266,1,512,512
44047,4,128,512,267,1,512,512
44303,0,14199,128,268,1,128,128
45065,3,296,32,269,1,32,32
45370,3,79,32,270,1,32,32
45488,3,19,32,271,1,32,32
45518,35,1696,32,272,1,32,32
45702,3,133,512,273,1,512,512
47488,4,3908,64,274,1,64,64
47887,4,4039,32,275,1,32,32
48382,4,145,512,276,1,512,512
48913,4,151,512,277,1,512,512
49517,4,169,512,278,1,512,512
50349,3,31,32,279,1,32,32
50785,4,74,32,280,1,32,32
51022,3,72,32,281,1,32,32
51610,5,1137,256,282,1,256,256
51791,3,66,32,283,1,32,32
51977,3,91,32,284,1,32,32
52487,267,3393,256,285,1,256,256
53631,32770,4206,128,286,1,128,128
54586,3,950,64,287,1,64,64
58433,71559,14160,128,288,1,128,128
87154,4,521,256,289,1,256,256
87275,4,67,512,290,1,512,512
87375,306,1456,256,291,1,256,256
87661,30,28,128,292,1,128,128
88149,5,53,512,293,1,512,512
88189,20,242,512,294,1,512,512
89147,8,2239,512,295,1,512,512
89581,1816,181,512,296,1,512,512
89606,3,4185,64,297,1,64,64
89617,4,626,64,298,1,64,64
89623,8,5722,32,299,1,32,32
89643,5,5108,32,300,1,32,32
89661,4,4946,32,301,1,32,32
89712,3,4492,128,302,1,128,128
90723,4,1151,64,303,1,64,64
90821,7,47,32,304,1,32,32
90834,7,32,32,305,1,32,32
90946,7,39,32,306,1,32,32
91037,13,33,64,307,1,64,64
91173,4,38,64,308,1,64,64
91298,8,43,64,309,1,64,64
91390,18,148,32,310,1,32,32
91546,0,20,512,311,1,512,512
91909,7,365,64,312,1,64,64
91920,5,22,32,313,1,32,32
92031,4,432,64,314,1,64,64
92324,3,2115,128,315,1,128,128
92391,3,440,64,316,1,64,64
92597,5,4324,64,317,1,64,64
92652,51502,18729,128,318,1,128,128
92957,6,27,64,319,1,64,64
92992,3,6387,64,320,1,64,64
93033,3,495,256,321,1,256,256
93423,5,21,32,322,1,32,32
93540,5,22,32,323,1,32,32
93551,6,184,32,324,1,32,32
93573,5,333,32,325,1,32,32
93692,3,64,32,326,1,32,32
93729,4,25,64,327,1,64,64
93751,5,387,32,328,1,32,32
93761,3,960,64,329,1,64,64
93785,11,331,64,330,1,64,64
93830,5,1171,128,331,1,128,128
93899,5,1834,64,332,1,64,64
94150,4,623,256,333,1,256,256
94173,3,6096,128,334,1,128,128
94204,6,27,32,335,1,32,32
94511,11,363,32,336,1,32,32
94552,5,33,32,337,1,32,32
94606,9,7523,32,338,1,32,32
94738,6,891,32,339,1,32,32
94771,4,3870,32,340,1,32,32
94780,4,3860,32,341,1,32,32
94790,4,4879,128,342,1,128,128
95228,7,8444,128,343,1,128,128
95320,5,3330,32,344,1,32,32
95347,8,365,32,345,1,32,32
95370,5,374,32,346,1,32,32
95504,4,5971,32,347,1,32,32
95643,80,26,32,348,1,32,32
95741,4,1462,32,349,1,32,32
95746,5,6558,128,350,1,128,128
96049,5,553,32,351,1,32,32
96551,6,15130,256,352,1,256,256
96711,8,4446,32,353,1,32,32
96853,3,1175,64,354,1,64,64
96991,1656,48,32,355,1,32,32
97049,7,2014,32,356,1,32,32
97857,3,19,32,357,1,32,32
97979,4,57,32,358,1,32,32
98042,4,142,32,359,1,32,32
98691,7,110,32,360,1,32,32
98715,3,244,32,361,1,32,32
98756,3,175,32,362,1,32,32
98788,70,4492,32,363,1,32,32
99002,7,74,32,364,1,32,32
99440,6,58,32,365,1,32,32
99489,5,390,32,366,1,32,32
99592,5,33,32,367,1,32,32
99714,6,144,32,368,1,32,32
99723,5,43,32,369,1,32,32
99774,6,86,32,370,1,32,32
99857,5,21,32,371,1,32,32
99941,9,28,32,372,1,32,32
100062,13,41,64,373,1,64,64
100181,10,618,32,374,1,32,32
100203,3,5067,128,375,1,128,128
100339,10,992,32,376,1,32,32
100364,3,175,64,377,1,64,64
100376,4,296,128,378,1,128,128
100560,5,181,32,379,1,32,32
100585,5,162,32,380,1,32,32
100798,6,155,32,381,1,32,32
100963,6,86,32,382,1,32,32
101071,3,7166,128,383,1,128,128
101085,5,562,32,384,1,32,32
101098,3,219,512,385,1,512,512
101461,13,267,32,386,1,32,32
101480,5,4621,32,387,1,32,32
101599,7,137,32,388,1,32,32
101644,4,185,64,389,1,64,64
102032,12,1893,32,390,1,32,32
102130,6,218,32,391,1,32,32
102171,5,179,32,392,1,32,32
102474,9215,3644,256,393,1,256,256
102750,5,23,32,394,1,32,32
102764,5,5581,64,395,1,64,64
102847,16,228,32,396,1,32,32
102994,5,91,32,397,1,32,32
103369,6,56,32,398,1,32,32
103390,3,4979,64,399,1,64,64
103771,6,4773,32,400,1,32,32
103841,5,30,32,401,1,32,32
103965,4,5963,32,402,1,32,32
104001,6,954,64,403,1,64,64
104017,3,154,512,404,1,512,512
104114,5,51,32,405,1,32,32
104314,18,28,32,406,1,32,32
104338,10,1152,32,407,1,32,32
104423,5,25,32,408,1,32,32
104521,5,239,32,409,1,32,32
104529,4,231,32,410,1,32,32
104588,5,319,32,411,1,32,32
104753,5,950,32,412,1,32,32
105156,13,31,32,413,1,32,32
105203,3,3931,128,414,1,128,128
105259,18,984,32,415,1,32,32
105282,5,67,32,416,1,32,32
105363,5,2077,32,417,1,32,32
105371,3,545,128,418,1,128,128
106377,7,555,128,419,1,128,128
106899,25,54,32,420,1,32,32
107026,10,42,32,421,1,32,32
107164,5,346,32,422,1,32,32
107461,9,52,32,423,1,32,32
107524,4,338,128,424,1,128,128
107621,6,360,32,425,1,32,32
108170,14,34,32,426,1,32,32
108226,5,202,32,427,1,32,32
108272,5,2693,32,428,1,32,32
108530,15,3392,32,429,1,32,32
108572,4,55,32,430,1,32,32
108712,5,5827,32,431,1,32,32
108754,3,475,128,432,1,128,128
108847,6,4126,32,433,1,32,32
108949,6,1804,32,434,1,32,32
109068,4,5674,128,435,1,128,128
109401,7,52,32,436,1,32,32
109644,4,6464,128,437,1,128,128
109809,7,1789,32,438,1,32,32
109930,5,762,32,439,1,32,32
109939,3,7964,32,440,1,32,32
110493,17,4117,32,441,1,32,32
110951,22,1750,32,442,1,32,32
111422,301,604,32,443,1,32,32
111666,65,284,32,444,1,32,32
111674,238,1149,32,445,1,32,32
111734,3,414,128,446,1,128,128
111957,51,3920,32,447,1,32,32
112011,6,5897,32,448,1,32,32
112020,3,32,32,449,1,32,32
112025,33,105,32,450,1,32,32
112158,8,914,32,451,1,32,32
112169,3,971,128,452,1,128,128
112736,6,421,32,453,1,32,32
112746,3,936,64,454,1,64,64
113100,7,4986,32,455,1,32,32
113366,3,86,32,456,1,32,32
113412,38,305,128,457,1,128,128
113608,79,1440,512,458,1,512,512
113765,6,5611,64,459,1,64,64
113922,1209,187,512,460,1,512,512
113999,5,2062,32,461,1,32,32
114111,6,115,32,462,1,32,32
114197,5,93,32,463,1,32,32
114387,10,2273,32,464,1,32,32
114410,4,6205,128,465,1,128,128
114527,8,1989,32,466,1,32,32
114656,12,180,32,467,1,32,32
114678,3,2378,128,468,1,128,128
114810,6,47,32,469,1,32,32
115299,4,2807,128,470,1,128,128
115318,0,42,128,471,1,128,128
115410,4,146,32,472,1,32,32
115478,4,415,256,473,1,256,256
115612,3,6816,128,474,1,128,128
115619,4,8014,128,475,1,128,128
115850,5,72,32,476,1,32,32
115868,4,11955,512,477,1,512,512
116031,7,376,32,478,1,32,32
116109,9,961,32,479,1,32,32
116314,4,26,64,480,1,64,64
116351,4,3289,32,481,1,32,32
116362,13250,376,128,482,1,128,128
116462,8,49,32,483,1,32,32
116554,6,21,32,484,1,32,32
116909,8,5909,32,485,1,32,32
117004,3,4992,64,486,1,64,64
117072,3,3535,64,487,1,64,64
117234,5,2607,32,488,1,32,32
117717,9,28,32,489,1,32,32
117896,7,45,32,490,1,32,32
117907,11,7592,32,491,1,32,32
117985,6,175,32,492,1,32,32
118148,5,4674,32,493,1,32,32
118202,5,64,32,494,1,32,32
118256,5,2406,32,495,1,32,32
118291,15,22,32,496,1,32,32
118660,10,35,64,497,1,64,64
118845,6,78,32,498,1,32,32
118943,6,7818,32,499,1,32,32
119231,4,670,256,500,1,256,256
119293,7,3955,32,501,1,32,32
119434,17,119,32,502,1,32,32
119546,14,8408,32,503,1,32,32
119623,7,2300,32,504,1,32,32
119646,51,354,32,505,1,32,32
119737,5,200,32,506,1,32,32
119813,94,4881,256,507,1,256,256
119836,15518,3785,256,508,1,256,256
119848,13,34,64,509,1,64,64
119975,5,1227,32,510,1,32,32
120105,5,5511,64,511,1,64,64
120603,66,67,32,512,1,32,32
120626,6,894,32,513,1,32,32
120730,9,35,32,514,1,32,32
120801,9,722,32,515,1,32,32
120893,4,86,32,516,1,32,32
120944,35,36,64,517,1,64,64
121130,8,172,32,518,1,32,32
121407,5,77,32,519,1,32,32
121545,6,839,32,520,1,32,32
122081,9,175,64,521,1,64,64
122890,12,1319,32,522,1,32,32
123222,5,4583,64,523,1,64,64
123893,12,2369,32,524,1,32,32
124208,9,327,32,525,1,32,32
124226,6,251,32,526,1,32,32
124293,4,154,32,527,1,32,32
125513,12,5329,32,528,1,32,32
125606,5,121,32,529,1,32,32
125893,6,1950,32,530,1,32,32
125919,137,670,32,531,1,32,32
126200,14,179,32,532,1,32,32
126412,8,4647,64,533,1,64,64
126759,5,1011,32,534,1,32,32
127818,14,7519,256,535,1,256,256
129332,9,49,32,536,1,32,32
129633,3,544,64,537,1,64,64
130205,3,129,64,538,1,64,64
130228,4,10180,32,539,1,32,32
130360,4,1251,64,540,1,64,64
130856,4,6331,32,541,1,32,32
131234,3,7216,64,542,1,64,64
132168,7,5617,64,543,1,64,64
134215,5,2188,32,544,1,32,32
135348,15,13626,512,545,1,512,512
137193,3222,4182,32,546,1,32,32
140421,14,6368,64,547,1,64,64
140872,3,3453,64,548,1,64,64
144148,160758,407,128,549,1,128,128
144334,4,992,64,550,1,64,64
144600,9,4148,32,551,1,32,32
146663,9,3443,64,552,1,64,64
148165,6,2095,64,553,1,64,64
148759,4,4181,32,554,1,32,32
148986,8,7499,256,555,1,256,256
150190,33470,3984,128,556,1,128,128
150526,33142,12707,128,557,1,128,128
152946,5,2870,32,558,1,32,32
155823,9,69,32,559,1,32,32
155903,4,66,32,560,1,32,32
155975,4,65,32,561,1,32,32
156046,4,65,32,562,1,32,32
156117,4,65,32,563,1,32,32
156188,4,64,32,564,1,32,32
156258,3,65,32,565,1,32,32
156328,3,66,32,566,1,32,32
156399,3,69,32,567,1,32,32
156473,4,71,32,568,1,32,32
156489,7,11843,512,569,1,512,512
156551,4,65,32,570,1,32,32
156622,4,67,32,571,1,32,32
156695,4,68,32,572,1,32,32
156769,3,70,32,573,1,32,32
157743,5,81,32,574,1,32,32
157831,3,68,32,575,1,32,32
157904,4,67,32,576,1,32,32
157977,3,66,32,577,1,32,32
158048,4,65,32,578,1,32,32
158119,4,64,32,579,1,32,32
158189,3,67,32,580,1,32,32
158261,4,66,32,581,1,32,32
158333,5,66,32,582,1,32,32
158406,3,65,32,583,1,32,32
158476,4,66,32,584,1,32,32
158548,4,66,32,585,1,32,32
158621,4,66,32,586,1,32,32
158693,3,64,32,587,1,32,32
158762,4,63,32,588,1,32,32
158831,5,64,32,589,1,32,32
158902,4,67,32,590,1,32,32
158974,4,66,32,591,1,32,32
159046,4,70,32,592,1,32,32
159122,4,66,32,593,1,32,32
159194,5,65,32,594,1,32,32
159271,6,78,32,595,1,32,32
159357,5,70,32,596,1,32,32
159434,5,68,32,597,1,32,32
160420,5,87,32,598,1,32,32
160514,5,66,32,599,1,32,32
160587,4,67,32,600,1,32,32
160660,5,72,32,601,1,32,32
161638,4,81,32,602,1,32,32
161725,4,66,32,603,1,32,32
161797,3,65,32,604,1,32,32
161867,3,67,32,605,1,32,32
161939,4,65,32,606,1,32,32
162010,3,65,32,607,1,32,32
162080,3,64,32,608,1,32,32
162149,4,66,32,609,1,32,32
162221,4,68,32,610,1,32,32
162295,4,65,32,611,1,32,32
162366,3,65,32,612,1,32,32
162438,4,64,32,613,1,32,32
162509,3,66,32,614,1,32,32
162580,4,71,32,615,1,32,32
162657,3,68,32,616,1,32,32
162730,3,66,32,617,1,32,32
162801,3,66,32,618,1,32,32
162872,3,68,32,619,1,32,32
162945,4,67,32,620,1,32,32
163017,4,65,32,621,1,32,32
163088,4,66,32,622,1,32,32
163160,4,65,32,623,1,32,32
163231,3,67,32,624,1,32,32
163303,4,68,32,625,1,32,32
163377,4,65,32,626,1,32,32
163448,3,65,32,627,1,32,32
163518,4,66,32,628,1,32,32
163590,4,70,32,629,1,32,32
163666,4,72,32,630,1,32,32
163744,5,65,32,631,1,32,32
163815,4,65,32,632,1,32,32
163886,5,65,32,633,1,32,32
163958,4,66,32,634,1,32,32
164030,4,67,32,635,1,32,32
164103,4,64,32,636,1,32,32
164173,4,66,32,637,1,32,32
164245,4,66,32,638,1,32,32
164317,4,67,32,639,1,32,32
164390,4,67,32,640,1,32,32
164463,4,66,32,641,1,32,32
164535,4,65,32,642,1,32,32
164606,4,65,32,643,1,32,32
170319,0,2120,512,644,1,512,512
170319,0,3053,512,645,1,512,512
170319,0,3295,512,646,1,512,512
170319,0,12248,512,647,1,512,512
170380,0,2119,256,648,1,256,256
170380,0,3052,256,649,1,256,256
170380,0,3233,256,650,1,256,256
170380,0,12127,256,651,1,256,256
170498,0,2063,64,652,1,64,64
170498,0,2997,64,653,1,64,64
170498,0,3235,64,654,1,64,64
170498,0,11948,64,655,1,64,64
170499,0,2062,32,656,1,32,32
170499,0,2996,32,657,1,32,32
170499,0,3174,32,658,1,32,32
170499,0,11616,32,659,1,32,32
170559,0,2059,32,660,1,32,32
170559,0,2993,32,661,1,32,32
170559,0,3174,32,662,1,32,32
170559,0,11435,32,663,1,32,32
170619,0,61,128,664,1,128,128
170798,0,6841,128,665,1,128,128
170859,0,59,128,666,1,128,128
171038,0,2694,128,667,1,128,128
171038,0,4274,128,668,1,128,128
171038,0,4969,128,669,1,128,128
171038,0,11244,128,670,1,128,128
171100,12710,394,512,671,1,512,512
171436,0,181,128,672,1,128,128
172873,0,178,128,673,1,128,128
173552,0,60,256,674,1,256,256
173552,0,61,512,675,1,512,512
173612,0,61,64,676,1,64,64
174126,0,143,128,677,1,128,128
174129,0,80,64,678,1,64,64
174269,0,60,256,679,1,256,256
174451,0,8431,64,680,1,64,64
174504,0,120,128,681,1,128,128
174744,0,3960,512,682,1,512,512
174805,0,4019,256,683,1,256,256
174924,0,4575,128,684,1,128,128
174924,0,4869,128,685,1,128,128
174924,0,7358,128,686,1,128,128
174925,0,3216,64,687,1,64,64
174925,0,3277,128,688,1,128,128
174925,0,4927,64,689,1,64,64
174925,0,5181,64,690,1,64,64
174925,0,7237,64,691,1,64,64
175044,0,2653,512,692,1,512,512
175044,0,6741,512,693,1,512,512
175045,0,3962,512,694,1,512,512
175045,0,4164,512,695,1,512,512
175107,0,2589,256,696,1,256,256
175107,0,3838,256,697,1,256,256
175107,0,4077,256,698,1,256,256
175107,0,7400,256,699,1,256,256
175133,0,2079,32,700,1,32,32
175133,0,3069,32,701,1,32,32
175133,0,6861,32,702,1,32,32
175193,0,2563,32,703,1,32,32
175193,0,3814,32,704,1,32,32
175193,0,4067,32,705,1,32,32
175193,0,6863,32,706,1,32,32
175312,0,181,128,707,1,128,128
176720,0,193,128,708,1,128,128
176777,0,136,64,709,1,64,64
178011,5764,12795,32,710,1,32,32
178140,0,1,32,711,1,32,32
178142,5654,12871,32,712,1,32,32
178824,0,121,128,713,1,128,128
179199,4588,29,64,714,1,64,64
180969,0,62,128,715,1,128,128
183670,134,12766,32,716,1,32,32
183823,106,1040,32,717,1,32,32
183938,7,98,32,718,1,32,32
183998,23,3428,128,719,1,128,128
184044,5,12520,32,720,1,32,32
184348,12,44,32,721,1,32,32
184449,4,18,64,722,1,64,64
184478,4,35,32,723,1,32,32
184502,4,2205,256,724,1,256,256
184518,3,11929,64,725,1,64,64
184532,6,52,32,726,1,32,32
184544,5,1297,32,727,1,32,32
184567,27,11856,64,728,1,64,64
184659,5,11785,64,729,1,64,64
184846,9,212,32,730,1,32,32
185305,7,140,32,731,1,32,32
185326,4,24,32,732,1,32,32
185522,7,11039,32,733,1,32,32
185621,213,10833,32,734,1,32,32
185840,8,48,32,735,1,32,32
185939,4,10723,32,736,1,32,32
185946,3,10425,128,737,1,128,128
186075,4,65,32,738,1,32,32
186113,3,268,512,739,1,512,512
186151,3,15,32,740,1,32,32
186163,3,10499,32,741,1,32,32
186504,0,59,128,742,1,128,128
186504,0,206,128,743,1,128,128
186563,0,77,128,744,1,128,128
186563,0,148,128,745,1,128,128
186640,0,69,128,746,1,128,128
186648,0,61,128,747,1,128,128
186709,0,54,128,748,1,128,128
187391,255,8728,128,749,1,128,128
187628,146,8599,128,750,1,128,128
188289,7808,12918,512,751,1,512,512
191966,4610,14,32,752,1,32,32
193392,3188,940,32,753,1,32,32
194894,1492,7877,128,754,1,128,128
196472,115,368,32,755,1,32,32
196503,5,3699,128,756,1,128,128
196606,3,286,32,757,1,32,32
196755,4,11,32,758,1,32,32
196762,4,6448,32,759,1,32,32
196801,3,2924,128,760,1,128,128
196842,5,2205,32,761,1,32,32
196956,16,11,32,762,1,32,32
197110,14,334,32,763,1,32,32
197313,28,4533,32,764,1,32,32
197346,5,10,32,765,1,32,32
197428,5,656,32,766,1,32,32
197528,6,22,32,767,1,32,32
197548,3,821,64,768,1,64,64
197609,5,12,32,769,1,32,32
197666,5,2132,32,770,1,32,32
197703,6,4962,32,771,1,32,32
197996,13,374,128,772,1,128,128
198113,5,9,32,773,1,32,32
198142,3,2966,128,774,1,128,128
198254,9,8,32,775,1,32,32
198326,3,216,64,776,1,64,64
198336,15,917,32,777,1,32,32
198353,5,1169,32,778,1,32,32
198469,106846,22099,128,779,1,128,128
198508,3,680,64,780,1,64,64
198591,7,15,32,781,1,32,32
198770,10,16,32,782,1,32,32
199010,22,34,32,783,1,32,32
199040,16,12,32,784,1,32,32
199234,37,269,32,785,1,32,32
199316,8,1449,32,786,1,32,32
199327,75,132,32,787,1,32,32
199336,6,56,64,788,1,64,64
199573,9,2566,32,789,1,32,32
199632,5,448,32,790,1,32,32
199758,5,28,32,791,1,32,32
199797,8,12,32,792,1,32,32
200129,6,45,32,793,1,32,32
200199,6,820,32,794,1,32,32
200271,5,12,32,795,1,32,32
200672,6,37,64,796,1,64,64
200704,5,10365,256,797,1,256,256
200713,4,124,32,798,1,32,32
200768,34803,141,512,799,1,512,512
201043,12,33,32,800,1,32,32
201470,31,254,32,801,1,32,32
201562,6,683,32,802,1,32,32
201605,4,15887,128,803,1,128,128
201620,6,177,64,804,1,64,64
201637,5,979,64,805,1,64,64
201659,5,21,32,806,1,32,32
201734,3,1493,64,807,1,64,64
201773,4,35,64,808,1,64,64
201798,7,1004,64,809,1,64,64
201961,9,110,32,810,1,32,32
202098,7,16,32,811,1,32,32
202108,4,3359,64,812,1,64,64
202241,3,3055,64,813,1,64,64
202263,4,1207,128,814,1,128,128
202566,12,35,32,815,1,32,32
202632,180,10440,128,816,1,128,128
202657,8,676,128,817,1,128,128
202795,5,16,32,818,1,32,32
202868,5,3462,32,819,1,32,32
203387,14,12,32,820,1,32,32
203575,6,56,32,821,1,32,32
203597,4,14,32,822,1,32,32
203801,5,12958,128,823,1,128,128
203868,5,44,32,824,1,32,32
203891,8,22,32,825,1,32,32
203990,7,4159,32,826,1,32,32
204093,5,11,32,827,1,32,32
204183,9,5084,32,828,1,32,32
204277,6,9455,128,829,1,128,128
204311,5,2045,32,830,1,32,32
204372,6,11,32,831,1,32,32
204445,6,361,32,832,1,32,32
204577,5,13730,128,833,1,128,128
204753,5,23,32,834,1,32,32
204902,6,20,32,835,1,32,32
205350,9,32,32,836,1,32,32
205375,5,964,64,837,1,64,64
205472,7,386,64,838,1,64,64
205615,6,26,32,839,1,32,32
205732,4,1676,64,840,1,64,64
205926,4,22,32,841,1,32,32
206004,3,1409,64,842,1,64,64
206213,8,43,32,843,1,32,32
206327,13,66,32,844,1,32,32
206390,4,30,32,845,1,32,32
206478,6,23,32,846,1,32,32
206544,11,2318,32,847,1,32,32
206670,8,41,32,848,1,32,32
206850,3,74,32,849,1,32,32
206918,4,27,32,850,1,32,32
206992,9,1451,64,851,1,64,64
207048,3,186,64,852,1,64,64
207062,5,544,32,853,1,32,32
207194,8,44,32,854,1,32,32
207252,4,100,32,855,1,32,32
207450,7,54,32,856,1,32,32
207655,3,66,32,857,1,32,32
207867,8,346,32,858,1,32,32
208005,156,35,32,859,1,32,32
208033,136,79,32,860,1,32,32
208176,4,743,64,861,1,64,64
208430,4,480,64,862,1,64,64
208488,6,31,32,863,1,32,32
208502,8,363,32,864,1,32,32
208523,11,2225,32,865,1,32,32
208681,6,51,32,866,1,32,32
208886,12,428,32,867,1,32,32
208934,8,4332,64,868,1,64,64
209011,8,14156,512,869,1,512,512
209263,7,4002,32,870,1,32,32
209416,10,30,32,871,1,32,32
209541,5,16,32,872,1,32,32
209967,4,27,32,873,1,32,32
209990,5,16,32,874,1,32,32
209999,5,65,32,875,1,32,32
210170,14,4790,32,876,1,32,32
210329,4,1062,32,877,1,32,32
210404,8,168,32,878,1,32,32
210825,22,495,32,879,1,32,32
210924,5,3671,32,880,1,32,32
211087,15,11286,256,881,1,256,256
211295,11883,12370,512,882,1,512,512
211377,5,80,32,883,1,32,32
211732,6,33,32,884,1,32,32
211864,5,52,32,885,1,32,32
212144,14,48,32,886,1,32,32
212290,5,30,32,887,1,32,32
212413,7,2834,32,888,1,32,32
212593,4,27,32,889,1,32,32
212765,3,878,64,890,1,64,64
213173,10,877,32,891,1,32,32
213440,4,27,32,892,1,32,32
213493,3,1924,64,893,1,64,64
213506,3,1921,64,894,1,64,64
213651,3,46,32,895,1,32,32
214053,4,31,32,896,1,32,32
214736,4,506,32,897,1,32,32
214935,7,30,32,898,1,32,32
214976,7,5023,32,899,1,32,32
215149,2351,41,128,900,1,128,128
215198,10,37,32,901,1,32,32
215307,4,2532,32,902,1,32,32
215831,5,828,32,903,1,32,32
216264,4,5658,64,904,1,64,64
216311,3,603,64,905,1,64,64
216530,9,6541,32,906,1,32,32
216841,6,996,32,907,1,32,32
217394,3,1723,64,908,1,64,64
217650,3,850,64,909,1,64,64
218013,3,17,32,910,1,32,32
218041,3,26,32,911,1,32,32
218580,4,3051,128,912,1,128,128
218692,3,1129,64,913,1,64,64
218715,3,32,32,914,1,32,32
219638,4,31,32,915,1,32,32
220157,5,30,32,916,1,32,32
220439,4,26,32,917,1,32,32
220909,8,4261,32,918,1,32,32
220977,4,33,32,919,1,32,32
221114,5,33,32,920,1,32,32
221250,4,32,32,921,1,32,32
221448,5,31,32,922,1,32,32
221541,9,25,32,923,1,32,32
221569,3,3145,128,924,1,128,128
221788,4,37,32,925,1,32,32
221910,6,36,32,926,1,32,32
222060,5,36,32,927,1,32,32
222266,3,2711,64,928,1,64,64
222346,5,37,32,929,1,32,32
222397,4,1576,32,930,1,32,32
223170,17,17311,256,931,1,256,256
223775,5,38,32,932,1,32,32
223998,5,36,32,933,1,32,32
224358,5,613,32,934,1,32,32
224480,5,172,32,935,1,32,32
224693,3,3067,128,936,1,128,128
224737,6,16,32,937,1,32,32
224991,5,35,32,938,1,32,32
225000,7,17,32,939,1,32,32
225180,8,4266,32,940,1,32,32
225956,4,18,64,941,1,64,64
227060,6,15,64,942,1,64,64
227300,3,15,64,943,1,64,64
227697,3,4921,128,944,1,128,128
228308,9,35,128,945,1,128,128
228732,4,7818,128,946,1,128,128
228762,4,4209,64,947,1,64,64
229456,9,4353,32,948,1,32,32
230943,5,22,64,949,1,64,64
231169,5,68,64,950,1,64,64
232546,5,5101,128,951,1,128,128
233820,9,4302,32,952,1,32,32
234375,5,19,64,953,1,64,64
234835,10,488,128,954,1,128,128
235203,4,4319,64,955,1,64,64
236846,4,23,64,956,1,64,64
236996,3,57,64,957,1,64,64
237569,5,335,64,958,1,64,64
237607,4,3040,128,959,1,128,128
238134,7,4214,32,960,1,32,32
240140,5,129,64,961,1,64,64
240582,4,6606,128,962,1,128,128
241381,4,10988,128,963,1,128,128
242166,5,63,64,964,1,64,64
242254,3,10833,128,965,1,128,128
242357,9,4263,32,966,1,32,32
246632,14,2440,32,967,1,32,32
247124,5,6923,128,968,1,128,128
249088,9,69,32,969,1,32,32
249169,6,63,32,970,1,32,32
249240,6,65,32,971,1,32,32
249313,6,66,32,972,1,32,32
249387,6,63,32,973,1,32,32
249458,7,64,32,974,1,32,32
249531,7,63,32,975,1,32,32
249603,6,65,32,976,1,32,32
249676,6,67,32,977,1,32,32
249751,6,64,32,978,1,32,32
249823,6,69,32,979,1,32,32
249900,6,63,32,980,1,32,32
249971,6,63,32,981,1,32,32
250042,7,66,32,982,1,32,32
250117,6,62,32,983,1,32,32
250187,7,64,32,984,1,32,32
250261,6,66,32,985,1,32,32
250335,6,64,32,986,1,32,32
250407,6,64,32,987,1,32,32
250479,6,63,32,988,1,32,32
250550,6,63,32,989,1,32,32
250621,7,65,32,990,1,32,32
250695,7,63,32,991,1,32,32
250767,7,63,32,992,1,32,32
250839,6,63,32,993,1,32,32
250910,6,65,32,994,1,32,32
250983,6,64,32,995,1,32,32
251055,7,64,32,996,1,32,32
251129,6,64,32,997,1,32,32
251201,7,64,32,998,1,32,32
251274,6,64,32,999,1,32,32
251346,7,64,32,1000,1,32,32
251420,5,64,32,1001,1,32,32
251491,7,63,32,1002,1,32,32
251563,6,63,32,1003,1,32,32
251634,6,65,32,1004,1,32,32
251707,6,65,32,1005,1,32,32
251780,6,64,32,1006,1,32,32
251852,6,63,32,1007,1,32,32
251923,7,64,32,1008,1,32,32
251998,6,66,32,1009,1,32,32
252072,6,66,32,1010,1,32,32
252146,6,63,32,1011,1,32,32
252217,7,62,32,1012,1,32,32
252289,5,64,32,1013,1,32,32
252360,6,65,32,1014,1,32,32
253984,4,2993,128,1015,1,128,128
254236,8,78,32,1016,1,32,32
254324,7,63,32,1017,1,32,32
254396,6,65,32,1018,1,32,32
254469,6,65,32,1019,1,32,32
254542,6,63,32,1020,1,32,32
254613,6,63,32,1021,1,32,32
254684,7,62,32,1022,1,32,32
254755,7,64,32,1023,1,32,32
254828,6,65,32,1024,1,32,32
254901,7,63,32,1025,1,32,32
254973,6,63,32,1026,1,32,32
255044,6,63,32,1027,1,32,32
255116,6,67,32,1028,1,32,32
256090,21,78,32,1029,1,32,32
256191,6,66,32,1030,1,32,32
256265,6,65,32,1031,1,32,32
256338,6,65,32,1032,1,32,32
256412,6,63,32,1033,1,32,32
256483,7,63,32,1034,1,32,32
256555,7,66,32,1035,1,32,32
256914,5,2973,128,1036,1,128,128
257545,8,78,32,1037,1,32,32
257633,6,67,32,1038,1,32,32
257708,6,65,32,1039,1,32,32
257781,6,64,32,1040,1,32,32
257853,6,63,32,1041,1,32,32
257924,6,63,32,1042,1,32,32
