S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
42006691,12,3353,32,88962,1,32,32
42007961,1,2027,32,88963,1,32,32
42008398,1,4,32,88964,1,32,32
42008418,1,430,256,88965,1,256,256
42008465,2,17,32,88966,1,32,32
42009526,1,19966,256,88967,1,256,256
42009812,1,661,32,88968,1,32,32
42010034,2,2389,32,88969,1,32,32
42010146,1,1661,32,88970,1,32,32
42010658,3,2794,32,88971,1,32,32
42011667,2,26,32,88972,1,32,32
42011738,1,3025,32,88973,1,32,32
42012476,1,3052,32,88974,1,32,32
42013264,2,680,64,88975,1,64,64
42014329,2,1029,32,88976,1,32,32
42014655,2,3520,128,88977,1,128,128
42014704,14791,7328,256,88978,1,256,256
42015047,2,451,32,88979,1,32,32
42015124,3,999,64,88980,1,64,64
42015157,2,5453,64,88981,1,64,64
42015478,21346,9297,256,88982,1,256,256
42015584,1,2045,32,88983,1,32,32
42016025,2,122,32,88984,1,32,32
42016143,3,253,32,88985,1,32,32
42016205,1,1031,64,88986,1,64,64
42016524,2,453,64,88987,1,64,64
42016607,2,1751,512,88988,1,512,512
42017040,2,289,32,88989,1,32,32
42017465,2,90,32,88990,1,32,32
42017659,3,1942,32,88991,1,32,32
42017713,2,1297,32,88992,1,32,32
42017750,2,6042,128,88993,1,128,128
42017778,1,5,32,88994,1,32,32
42017855,2,3,32,88995,1,32,32
42017889,1,4,32,88996,1,32,32
42017908,1,278,32,88997,1,32,32
42018145,1,6396,128,88998,1,128,128
42018178,1,7054,64,88999,1,64,64
42018285,76,8260,512,89000,1,512,512
42018341,2,176,32,89001,1,32,32
42018773,1,18,32,89002,1,32,32
42019083,2,86,32,89003,1,32,32
42019179,2,131,32,89004,1,32,32
42019369,2,767,32,89005,1,32,32
42019612,2,1987,32,89006,1,32,32
42020548,1,6929,64,89007,1,64,64
42020693,10,600,32,89008,1,32,32
42020709,2,885,32,89009,1,32,32
42020886,2,39,32,89010,1,32,32
42021093,1,38,32,89011,1,32,32
42021387,3,37,32,89012,1,32,32
42021624,2,2308,32,89013,1,32,32
42022002,1,5,32,89014,1,32,32
42022031,2,224,32,89015,1,32,32
42022141,2,398,64,89016,1,64,64
42022333,4,23,32,89017,1,32,32
42022422,0,58,64,89018,1,64,64
42022612,7937,4824,512,89019,1,512,512
42022812,2,390,32,89020,1,32,32
42023027,1,1017,32,89021,1,32,32
42023261,2,2605,32,89022,1,32,32
42023726,3,176,32,89023,1,32,32
42023789,3,149,32,89024,1,32,32
42023940,3,1988,32,89025,1,32,32
42024076,2,73,32,89026,1,32,32
42024479,1,5322,128,89027,1,128,128
42024839,1,3435,128,89028,1,128,128
42025024,27427,10864,128,89029,1,128,128
42025100,2,131,32,89030,1,32,32
42025104,101580,19712,128,89031,1,128,128
42025277,1,427,64,89032,1,64,64
42025366,1,5,64,89033,1,64,64
42025393,1,7,64,89034,1,64,64
42025422,2,6,64,89035,1,64,64
42025476,1,6,64,89036,1,64,64
42025505,1,8,64,89037,1,64,64
42025541,3,6,64,89038,1,64,64
42025573,1,5,64,89039,1,64,64
42025602,1,5,64,89040,1,64,64
42025609,1013,3616,512,89041,1,512,512
42025636,1,5,64,89042,1,64,64
42025668,1,6,64,89043,1,64,64
42025712,1,4,64,89044,1,64,64
42025957,2,1956,32,89045,1,32,32
42026066,1,74,32,89046,1,32,32
42026164,2,466,32,89047,1,32,32
42026508,3731,309,512,89048,1,512,512
42026676,2,668,32,89049,1,32,32
42027101,8,6,32,89050,1,32,32
42027462,8,564,32,89051,1,32,32
42027471,3,6727,64,89052,1,64,64
42027555,2,5,32,89053,1,32,32
42027753,2,1231,32,89054,1,32,32
42027914,3,2292,32,89055,1,32,32
42028258,1,1310,64,89056,1,64,64
42028522,122,620,32,89057,1,32,32
42028985,3,483,32,89058,1,32,32
42029605,1,1282,64,89059,1,64,64
42029608,1,29,128,89060,1,128,128
42029648,1,6720,128,89061,1,128,128
42029737,1,6255,128,89062,1,128,128
42030230,2,1912,32,89063,1,32,32
42030922,1,1268,64,89064,1,64,64
42032181,2,1927,32,89065,1,32,32
42032245,3,1070,64,89066,1,64,64
42033357,1,1270,64,89067,1,64,64
42034131,2,1933,32,89068,1,32,32
42034138,1,6523,64,89069,1,64,64
42034668,2,1604,64,89070,1,64,64
42035929,2,4036,128,89071,1,128,128
42036082,1,1948,32,89072,1,32,32
42036307,1,1756,64,89073,1,64,64
42036762,9359,7091,256,89074,1,256,256
42038034,1,2527,32,89075,1,32,32
42038119,42282,1769,64,89076,1,64,64
42038181,1,1134,32,89077,1,32,32
42039906,40505,3714,128,89078,1,128,128
42039977,0,60,128,89079,1,128,128
42040589,1,2277,32,89080,1,32,32
42040592,2,724,32,89081,1,32,32
42040600,39820,6261,64,89082,1,64,64
42042903,1,1932,32,89083,1,32,32
42045103,2,1919,32,89084,1,32,32
42046059,7154,9297,256,89085,1,256,256
42047057,1,1911,32,89086,1,32,32
42049007,1,1915,32,89087,1,32,32
42050957,1,2023,32,89088,1,32,32
42052387,157624,15217,128,89089,1,128,128
42052608,3,215,32,89090,1,32,32
42052887,65,11960,64,89091,1,64,64
42052981,0,48,64,89092,1,64,64
42053028,2,2047,32,89093,1,32,32
42053151,9360,6091,256,89094,1,256,256
42054088,1,215,32,89095,1,32,32
42055099,1,2142,32,89096,1,32,32
42055999,1,216,32,89097,1,32,32
42056946,2,228,32,89098,1,32,32
42057291,2,1916,32,89099,1,32,32
42059243,8,2091,32,89100,1,32,32
42059876,8,240,32,89101,1,32,32
42061160,2,44,32,89102,1,32,32
42061386,3,1932,32,89103,1,32,32
42062448,6155,9287,256,89104,1,256,256
42062775,2,22,32,89105,1,32,32
42063338,1,1917,32,89106,1,32,32
42064851,62,11836,64,89107,1,64,64
42065288,1,1923,32,89108,1,32,32
42067240,3,1940,32,89109,1,32,32
42068540,9351,75,256,89110,1,256,256
42069193,1,1937,32,89111,1,32,32
42071147,1,1932,32,89112,1,32,32
42073096,2,1948,32,89113,1,32,32
42075047,1,1923,32,89114,1,32,32
42076687,49456,12007,64,89115,1,64,64
42076997,1,1914,32,89116,1,32,32
42077829,356,9349,256,89117,1,256,256
42077904,62,73,256,89118,1,256,256
42077978,62,71,256,89119,1,256,256
42078050,62,72,256,89120,1,256,256
42078123,9412,59,256,89121,1,256,256
42078530,1901,76,128,89122,1,128,128
42078949,1,1943,32,89123,1,32,32
42080508,1,57,64,89124,1,64,64
42080567,1,49,32,89125,1,32,32
42080618,1,322,128,89126,1,128,128
42080899,1,2098,32,89127,1,32,32
42080942,1,350,64,89128,1,64,64
42081294,1,333,32,89129,1,32,32
42082243,1,691,64,89130,1,64,64
42082994,1,573,64,89131,1,64,64
42083032,1,2428,32,89132,1,32,32
42083505,1,998,32,89133,1,32,32
42083615,2,650,64,89134,1,64,64
42084062,1,3544,128,89135,1,128,128
42084868,1,25760,32,89136,1,32,32
42085466,1,1917,32,89137,1,32,32
42086619,1,5528,64,89138,1,64,64
42087417,46,1972,32,89139,1,32,32
42087472,310,9340,256,89140,1,256,256
42087549,46,74,256,89141,1,256,256
42087593,4,4067,128,89142,1,128,128
42087608,62,37,256,89143,1,256,256
42087680,28,73,256,89144,1,256,256
42087706,12,547,64,89145,1,64,64
42087719,9404,75,256,89146,1,256,256
42088767,1,576,64,89147,1,64,64
42089110,1,239,32,89148,1,32,32
42089473,1,1925,32,89149,1,32,32
42089488,3,41,32,89150,1,32,32
42089979,1,5,64,89151,1,64,64
42090543,1,329,64,89152,1,64,64
42091062,2,321,64,89153,1,64,64
42091311,2,56,32,89154,1,32,32
42091424,1,1937,32,89155,1,32,32
42091601,1,3523,128,89156,1,128,128
42091983,2,11,512,89157,1,512,512
42091996,1,341,64,89158,1,64,64
42092092,2,7480,64,89159,1,64,64
42092218,1,10,512,89160,1,512,512
42092337,3,175,512,89161,1,512,512
42092405,1,231,64,89162,1,64,64
42092514,3,233,512,89163,1,512,512
42092646,2,2531,64,89164,1,64,64
42092749,2,110,512,89165,1,512,512
42093373,1,2277,32,89166,1,32,32
42093397,2,1748,512,89167,1,512,512
42093718,1,714,32,89168,1,32,32
42095061,1,4156,128,89169,1,128,128
42095227,3,1771,512,89170,1,512,512
42095562,1,1755,64,89171,1,64,64
42095686,1,2289,32,89172,1,32,32
42096780,2,725,32,89173,1,32,32
42096791,0,61,32,89174,1,32,32
42097060,314,9254,256,89175,1,256,256
42097137,62,74,256,89176,1,256,256
42097212,62,43,256,89177,1,256,256
42097284,35,54,256,89178,1,256,256
42097373,10,500,64,89179,1,64,64
42097998,2,3471,32,89180,1,32,32
42098166,1,990,64,89181,1,64,64
42098278,1,1217,32,89182,1,32,32
42099185,2,3734,128,89183,1,128,128
42099217,2,1728,64,89184,1,64,64
42099324,1,2080,32,89185,1,32,32
42099510,1,7523,64,89186,1,64,64
42100332,2,1795,512,89187,1,512,512
42101020,1,4116,64,89188,1,64,64
42101521,1,2635,32,89189,1,32,32
42102191,1,728,32,89190,1,32,32
42102872,1,4882,128,89191,1,128,128
42103398,1,712,32,89192,1,32,32
42104139,2,1421,64,89193,1,64,64
42104160,1,2176,128,89194,1,128,128
42104197,1,1923,32,89195,1,32,32
42104532,1,2682,512,89196,1,512,512
42106147,1,1937,32,89197,1,32,32
42106567,62,9339,256,89198,1,256,256
42106945,39453,10393,128,89199,1,128,128
42106970,1,5601,64,89200,1,64,64
42107691,1,4765,128,89201,1,128,128
42108097,1,1938,32,89202,1,32,32
42108651,1,779,64,89203,1,64,64
42108707,1,1109,128,89204,1,128,128
42109821,2,1086,512,89205,1,512,512
42110047,1,1940,32,89206,1,32,32
42111997,3,1997,32,89207,1,32,32
42112393,1,3664,128,89208,1,128,128
42112510,1,4550,64,89209,1,64,64
42112837,2,10,32,89210,1,32,32
42113016,1,42,32,89211,1,32,32
42113132,1,43,32,89212,1,32,32
42113989,2,232,32,89213,1,32,32
42114009,2,2291,32,89214,1,32,32
42115001,1,243,32,89215,1,32,32
42115784,2,239,32,89216,1,32,32
42115907,62,9362,256,89217,1,256,256
42116021,1,3583,128,89218,1,128,128
42116057,3,11,32,89219,1,32,32
42116131,2,17,32,89220,1,32,32
42116323,1,2058,32,89221,1,32,32
42116950,2,231,32,89222,1,32,32
42117027,1,4457,64,89223,1,64,64
42118395,1,2029,32,89224,1,32,32
42118592,2,226,32,89225,1,32,32
42119543,1,3588,128,89226,1,128,128
42120466,3,2175,32,89227,1,32,32
42120810,2,230,32,89228,1,32,32
42121423,1,4718,64,89229,1,64,64
42121952,2,229,32,89230,1,32,32
42122018,166,30,32,89231,1,32,32
42122660,1,2674,32,89232,1,32,32
42123001,2,231,32,89233,1,32,32
42123067,3,3613,128,89234,1,128,128
42123852,1,1321,32,89235,1,32,32
42125268,64,9318,256,89236,1,256,256
42125338,1,1926,32,89237,1,32,32
42126081,40735,4628,64,89238,1,64,64
42127288,1,1934,32,89239,1,32,32
42129238,1,1918,32,89240,1,32,32
42131188,1,1927,32,89241,1,32,32
42133138,1,1925,32,89242,1,32,32
42134589,62,8437,256,89243,1,256,256
42135088,2,1938,32,89244,1,32,32
42137038,1,1939,32,89245,1,32,32
42138088,63,12104,64,89246,1,64,64
42138990,1,1931,32,89247,1,32,32
42140941,2,1931,32,89248,1,32,32
42142892,2,1933,32,89249,1,32,32
42143016,73,9254,256,89250,1,256,256
42144846,2,1937,32,89251,1,32,32
42146812,1,1912,32,89252,1,32,32
42148763,2,1957,32,89253,1,32,32
42150195,61,12039,64,89254,1,64,64
42150776,1,1945,32,89255,1,32,32
42152282,62,9343,256,89256,1,256,256
42152354,0,60,256,89257,1,256,256
42152725,1,1938,32,89258,1,32,32
42154676,2,1924,32,89259,1,32,32
42156630,2,1935,32,89260,1,32,32
42156728,68501,10404,128,89261,1,128,128
42158582,1,1917,32,89262,1,32,32
42160532,1,2001,32,89263,1,32,32
42161626,62,9262,256,89264,1,256,256
42162234,47945,12549,64,89265,1,64,64
42162543,1,1942,32,89266,1,32,32
42164493,1,1922,32,89267,1,32,32
42164931,1906,63,128,89268,1,128,128
42166443,3,2120,32,89269,1,32,32
42166901,2,45,64,89270,1,64,64
42166949,1,46,32,89271,1,32,32
42166998,1,207,128,89272,1,128,128
42167207,2,272,64,89273,1,64,64
42167482,1,334,32,89274,1,32,32
42168578,1,1937,32,89275,1,32,32
42170528,1,1934,32,89276,1,32,32
42170888,62,9312,256,89277,1,256,256
42171381,1,4522,64,89278,1,64,64
42172478,1,1923,32,89279,1,32,32
42174428,1,1917,32,89280,1,32,32
42175841,1,4594,64,89281,1,64,64
42176378,1,1920,32,89282,1,32,32
42177035,1,4275,128,89283,1,128,128
42178330,1,1930,32,89284,1,32,32
42180218,44,9268,256,89285,1,256,256
42180280,1,1917,32,89286,1,32,32
42180373,1,4656,64,89287,1,64,64
42181246,1,4398,128,89288,1,128,128
42182231,1,2268,32,89289,1,32,32
42183023,1,751,32,89290,1,32,32
42184544,1,1937,32,89291,1,32,32
42185021,1,4983,64,89292,1,64,64
42185033,0,60,64,89293,1,64,64
42185580,2,5206,128,89294,1,128,128
42186494,1,1921,32,89295,1,32,32
42188445,1,1915,32,89296,1,32,32
42189469,62,9282,256,89297,1,256,256
42189541,0,59,256,89298,1,256,256
42189942,1,5254,64,89299,1,64,64
42190395,2,1917,32,89300,1,32,32
42190723,1,4835,128,89301,1,128,128
42192347,1,1920,32,89302,1,32,32
42194296,2,2299,32,89303,1,32,32
42194514,1,776,32,89304,1,32,32
42195134,1,5120,64,89305,1,64,64
42195496,1,4843,128,89306,1,128,128
42196610,1,1909,32,89307,1,32,32
42198560,1,1906,32,89308,1,32,32
42198750,63,9268,256,89309,1,256,256
42200193,1,5586,64,89310,1,64,64
42200274,2,5401,128,89311,1,128,128
42200485,1,7350,32,89312,1,32,32
42200511,1,3386,32,89313,1,32,32
42201006,4672,13432,32,89314,1,32,32
42201174,1,13,32,89315,1,32,32
42201185,5,18,32,89316,1,32,32
42201225,1,17,32,89317,1,32,32
42201233,11,29,32,89318,1,32,32
42201539,1,12,32,89319,1,32,32
42203913,1,3921,32,89320,1,32,32
42204867,1,39,32,89321,1,32,32
42205063,1,36,32,89322,1,32,32
42205717,2,4459,64,89323,1,64,64
42206721,2,1292,32,89324,1,32,32
42207860,1,3158,32,89325,1,32,32
42208019,63,6364,256,89326,1,256,256
42210117,43073,6486,64,89327,1,64,64
42210426,1,87,32,89328,1,32,32
42211021,1,3129,32,89329,1,32,32
42212621,1,21,32,89330,1,32,32
42214183,7,3151,32,89331,1,32,32
42214385,63,6212,256,89332,1,256,256
42217350,1,3017,32,89333,1,32,32
42218013,35188,6744,32,89334,1,32,32
42218390,1,164,32,89335,1,32,32
42218986,6,608,32,89336,1,32,32
42220390,1,1927,32,89337,1,32,32
42220599,62,9309,256,89338,1,256,256
42220671,0,59,256,89339,1,256,256
42222341,2,2287,32,89340,1,32,32
42222666,63,12128,64,89341,1,64,64
42223029,1,747,32,89342,1,32,32
42224654,2,1917,32,89343,1,32,32
42225164,72376,14857,128,89344,1,128,128
42226570,1,1914,32,89345,1,32,32
42228522,1,1919,32,89346,1,32,32
42229909,62,9367,256,89347,1,256,256
42230473,1,1920,32,89348,1,32,32
42232424,2,1937,32,89349,1,32,32
42234375,2,1915,32,89350,1,32,32
42234796,62,12100,64,89351,1,64,64
42235569,66,10172,128,89352,1,128,128
42239276,63,9338,256,89353,1,256,256
42239349,0,59,256,89354,1,256,256
42246897,49719,12210,64,89355,1,64,64
42248976,2,9960,256,89356,1,256,256
42251330,1881,143,128,89357,1,128,128
42253210,0,71,64,89358,1,64,64
42254268,2,12887,64,89359,1,64,64
42254336,1,246,64,89360,1,64,64
42254393,2,12761,64,89361,1,64,64
42254445,12898,13362,64,89362,1,64,64
42256730,1,2206,128,89363,1,128,128
42256852,1,4,128,89364,1,128,128
42256895,1,87,128,89365,1,128,128
42256982,2,2605,128,89366,1,128,128
42258520,2,1423,32,89367,1,32,32
42261022,6329,2997,64,89368,1,64,64
42263103,4229,5565,256,89369,1,256,256
42263850,3532,3062,64,89370,1,64,64
42264867,2495,2290,32,89371,1,32,32
42265817,1555,284,32,89372,1,32,32
42267773,2,33,32,89373,1,32,32
42268299,2,45,32,89374,1,32,32
42268303,2,1135,32,89375,1,32,32
42268534,2,817,32,89376,1,32,32
42268676,2,30,64,89377,1,64,64
42268790,4108,4597,256,89378,1,256,256
42269278,2,677,32,89379,1,32,32
42269464,3,6982,128,89380,1,128,128
42269515,1,548,32,89381,1,32,32
42269665,3,2056,32,89382,1,32,32
42269699,9,2062,32,89383,1,32,32
42269968,2,19,32,89384,1,32,32
42270216,2,557,32,89385,1,32,32
42270442,3,14848,64,89386,1,64,64
42270645,1,6966,128,89387,1,128,128
42270673,2,540,32,89388,1,32,32
42270690,1,491,128,89389,1,128,128
42270952,6,261,32,89390,1,32,32
42270963,1,1624,32,89391,1,32,32
42271401,2,20,64,89392,1,64,64
42271453,1,3398,64,89393,1,64,64
42271625,100,4709,64,89394,1,64,64
42271690,2,344,32,89395,1,32,32
42271824,2,395,32,89396,1,32,32
42272131,1,31,64,89397,1,64,64
42272802,98,12,128,89398,1,128,128
42272876,34,120,32,89399,1,32,32
42273046,2,9,128,89400,1,128,128
42273092,2,36,32,89401,1,32,32
42273129,2,8,128,89402,1,128,128
42273279,6,14,128,89403,1,128,128
42273582,4,15,128,89404,1,128,128
42274132,2,1581,32,89405,1,32,32
42274677,2,12,128,89406,1,128,128
42274715,4,779,128,89407,1,128,128
42274813,2,3032,512,89408,1,512,512
42275188,1,586,128,89409,1,128,128
42275202,1,3736,64,89410,1,64,64
42275668,2,340,32,89411,1,32,32
42275704,2,2231,32,89412,1,32,32
42275934,1,529,128,89413,1,128,128
42276431,1,9154,128,89414,1,128,128
42276448,2,3712,32,89415,1,32,32
42276481,1,6092,64,89416,1,64,64
42277141,2,16061,64,89417,1,64,64
42277285,2,58,128,89418,1,128,128
42277459,37,4350,256,89419,1,256,256
42277503,346,15,512,89420,1,512,512
42277835,22,7922,128,89421,1,128,128
42278451,2,663,32,89422,1,32,32
42278464,2,677,128,89423,1,128,128
42278787,2,746,32,89424,1,32,32
42279126,1,5503,64,89425,1,64,64
42279135,3,529,128,89426,1,128,128
42279161,1,1365,512,89427,1,512,512
42279698,3,2902,32,89428,1,32,32
42279913,2,293,128,89429,1,128,128
42280158,2,917,32,89430,1,32,32
42280223,1,568,128,89431,1,128,128
42280415,3,447,32,89432,1,32,32
42280697,28,13955,64,89433,1,64,64
42280773,1,79,128,89434,1,128,128
42280925,2,665,128,89435,1,128,128
42281132,2,55,32,89436,1,32,32
42281479,2,2416,32,89437,1,32,32
42281784,63,4473,256,89438,1,256,256
42282438,2,658,128,89439,1,128,128
42282566,1,627,64,89440,1,64,64
42282664,1,385,32,89441,1,32,32
42283266,6,71,32,89442,1,32,32
42283306,3,668,128,89443,1,128,128
42283493,2,1930,32,89444,1,32,32
42283500,2,28,32,89445,1,32,32
42284008,2,71,512,89446,1,512,512
42284423,2,66,32,89447,1,32,32
42284745,1,387,32,89448,1,32,32
42284846,1,490,128,89449,1,128,128
42284857,1,3754,64,89450,1,64,64
42285135,2,288,32,89451,1,32,32
42285220,1,11394,64,89452,1,64,64
42285451,2,2015,32,89453,1,32,32
42285525,1,178,32,89454,1,32,32
42285564,2,432,32,89455,1,32,32
42285581,1,7240,128,89456,1,128,128
42285919,2,2295,32,89457,1,32,32
42286028,2,6866,128,89458,1,128,128
42286913,2,600,32,89459,1,32,32
42287188,25210,10852,128,89460,1,128,128
42287246,4,79,32,89461,1,32,32
42287393,1,5098,256,89462,1,256,256
42287423,1,45,32,89463,1,32,32
42287470,1,1921,32,89464,1,32,32
42287473,5020,4645,256,89465,1,256,256
42287871,1,1443,512,89466,1,512,512
42288294,2,388,32,89467,1,32,32
42288685,1,3159,64,89468,1,64,64
42288695,1,561,128,89469,1,128,128
42289345,2,949,32,89470,1,32,32
42289429,4,2523,32,89471,1,32,32
42289604,2,1565,32,89472,1,32,32
42289629,7510,9272,256,89473,1,256,256
42289782,2,1935,512,89474,1,512,512
42289867,1,519,128,89475,1,128,128
42289992,2,15,32,89476,1,32,32
42290243,1,35,32,89477,1,32,32
42290537,4,79,32,89478,1,32,32
42291097,2,253,32,89479,1,32,32
42291992,2,1911,32,89480,1,32,32
42292759,1,4779,128,89481,1,128,128
42293203,22,57,32,89482,1,32,32
42293948,2,1906,32,89483,1,32,32
42295901,1,1911,32,89484,1,32,32
42296553,43083,4855,64,89485,1,64,64
42297077,26175,10365,128,89486,1,128,128
42297477,42169,5707,128,89487,1,128,128
42297854,1,1889,32,89488,1,32,32
42298938,1,67,512,89489,1,512,512
42299155,1,344,512,89490,1,512,512
42299516,1,56,512,89491,1,512,512
42299745,1,1908,32,89492,1,32,32
42301696,1,2563,32,89493,1,32,32
42302267,3,1312,32,89494,1,32,32
42304312,1,1917,32,89495,1,32,32
42306263,1,1904,32,89496,1,32,32
42306350,62,9272,256,89497,1,256,256
42308216,1,1917,32,89498,1,32,32
42308764,63,12017,64,89499,1,64,64
42310166,1,1864,32,89500,1,32,32
42312056,3,1926,32,89501,1,32,32
42312333,72769,15560,128,89502,1,128,128
42314008,2,1917,32,89503,1,32,32
42315623,62,9343,256,89504,1,256,256
42315960,1,1924,32,89505,1,32,32
42317911,2,1942,32,89506,1,32,32
42319862,1,1910,32,89507,1,32,32
42320782,63,12031,64,89508,1,64,64
42321812,2,1873,32,89509,1,32,32
42323705,2,1900,32,89510,1,32,32
42324967,62,9254,256,89511,1,256,256
42325657,3,1899,32,89512,1,32,32
42327610,1,1901,32,89513,1,32,32
42329566,2,1928,32,89514,1,32,32
42331517,1,1917,32,89515,1,32,32
42332814,54729,12580,64,89516,1,64,64
42333468,2,1918,32,89517,1,32,32
42334222,62,9295,256,89518,1,256,256
42335419,1,1922,32,89519,1,32,32
42337371,4,1914,32,89520,1,32,32
42337731,1926,79,128,89521,1,128,128
42339324,1,2118,32,89522,1,32,32
42339656,0,71,128,89523,1,128,128
42339737,1,49,64,89524,1,64,64
42339788,2,45,32,89525,1,32,32
42339836,2,343,128,89526,1,128,128
42340182,2,278,64,89527,1,64,64
42340463,1,328,32,89528,1,32,32
42341458,2,1922,32,89529,1,32,32
42342751,1,2900,128,89530,1,128,128
42343410,2,1946,32,89531,1,32,32
42343518,62,1560,256,89532,1,256,256
42343665,1,629,128,89533,1,128,128
42343847,1,2650,64,89534,1,64,64
42343851,40370,25779,32,89535,1,32,32
42344468,3,5848,64,89536,1,64,64
42344538,2,1098,32,89537,1,32,32
42344676,1,253,64,89538,1,64,64
42344899,2,18,128,89539,1,128,128
42345099,42,9477,256,89540,1,256,256
42345310,1,7723,128,89541,1,128,128
42345352,2,222,64,89542,1,64,64
42345365,2,1931,32,89543,1,32,32
42345864,2,15,128,89544,1,128,128
42345994,1,92,32,89545,1,32,32
42346157,1,8318,128,89546,1,128,128
42346176,2,1000,32,89547,1,32,32
42346718,1,1273,128,89548,1,128,128
42346775,53889,10868,128,89549,1,128,128
42347087,2,208,128,89550,1,128,128
42347302,2,170,128,89551,1,128,128
42347319,2,2681,32,89552,1,32,32
42347473,2,92,128,89553,1,128,128
42347597,2,166,128,89554,1,128,128
42347879,1,677,128,89555,1,128,128
42347898,1,2504,32,89556,1,32,32
42348102,1,12747,32,89557,1,32,32
42348199,1,439,64,89558,1,64,64
42348404,2,1956,512,89559,1,512,512
42348668,2,102,32,89560,1,32,32
42348683,1,109,128,89561,1,128,128
42348706,2,826,128,89562,1,128,128
42348999,2,75,32,89563,1,32,32
42349480,2,1406,64,89564,1,64,64
42349569,3,140,64,89565,1,64,64
42349901,3,34,64,89566,1,64,64
42349998,3,1995,32,89567,1,32,32
42350014,1,558,64,89568,1,64,64
42350235,1,1329,64,89569,1,64,64
42350255,65,5699,64,89570,1,64,64
42350715,2,649,32,89571,1,32,32
42350805,1,5905,512,89572,1,512,512
42351027,5690,1683,512,89573,1,512,512
42351478,4,1552,128,89574,1,128,128
42351609,3,1944,128,89575,1,128,128
42351657,2,13,64,89576,1,64,64
42351836,2,4408,32,89577,1,32,32
42351876,2,6,32,89578,1,32,32
42351901,5,111,32,89579,1,32,32
42351907,4,30,64,89580,1,64,64
42352018,9,1925,32,89581,1,32,32
42352453,2,5,32,89582,1,32,32
42352576,1,1357,32,89583,1,32,32
42352658,2,1273,32,89584,1,32,32
42353004,31,8680,128,89585,1,128,128
42353575,2,1119,128,89586,1,128,128
42353709,2,3362,128,89587,1,128,128
42353978,2,2038,32,89588,1,32,32
42354110,1,10,32,89589,1,32,32
42354203,1,2425,32,89590,1,32,32
42354223,1,1104,32,89591,1,32,32
42354557,62,9534,256,89592,1,256,256
42355135,2,5301,128,89593,1,128,128
42355343,5,1184,32,89594,1,32,32
42355986,3,5256,64,89595,1,64,64
42356054,2,3324,32,89596,1,32,32
42356275,1,316,128,89597,1,128,128
42356337,6,24,64,89598,1,64,64
42356547,1,79,32,89599,1,32,32
42356564,1,308,64,89600,1,64,64
42356680,33,3,512,89601,1,512,512
42356824,1577,1121,512,89602,1,512,512
42357213,2,118,32,89603,1,32,32
42357921,2,118,32,89604,1,32,32
42358409,2,338,32,89605,1,32,32
42358431,2,195,32,89606,1,32,32
42358902,2,118,32,89607,1,32,32
42359342,3,270,32,89608,1,32,32
42359406,2,2579,32,89609,1,32,32
42359840,2,155,32,89610,1,32,32
42359866,2,683,32,89611,1,32,32
42360418,2,931,64,89612,1,64,64
42360964,8,108,512,89613,1,512,512
42360980,20,306,32,89614,1,32,32
42361181,2,6592,64,89615,1,64,64
42361494,2,4213,32,89616,1,32,32
42361497,1,368,64,89617,1,64,64
42361506,2,1028,32,89618,1,32,32
42361651,2,5727,128,89619,1,128,128
42362026,1,1994,32,89620,1,32,32
42362205,2,64,32,89621,1,32,32
42362246,2,198,64,89622,1,64,64
42362578,1,1541,32,89623,1,32,32
42362582,2,161,64,89624,1,64,64
42362650,4,13,32,89625,1,32,32
42362695,2,14,32,89626,1,32,32
42363083,2,357,64,89627,1,64,64
42363280,1,1784,512,89628,1,512,512
42363451,2,2668,128,89629,1,128,128
42364043,2,2055,32,89630,1,32,32
42364123,31,9522,256,89631,1,256,256
42364152,6,766,32,89632,1,32,32
42364157,12,5794,64,89633,1,64,64
42364307,1,234,64,89634,1,64,64
42364889,3,501,32,89635,1,32,32
42364944,1,768,32,89636,1,32,32
42365111,2,12,32,89637,1,32,32
42365138,1,583,32,89638,1,32,32
42365407,1,4054,128,89639,1,128,128
42366124,2,1996,32,89640,1,32,32
42366206,2,354,32,89641,1,32,32
42366478,1,512,32,89642,1,32,32
42366601,1,1073,512,89643,1,512,512
42367302,3,7180,128,89644,1,128,128
42367396,2,46,32,89645,1,32,32
42367738,3,5574,64,89646,1,64,64
42367743,1,2888,512,89647,1,512,512
42367775,0,23,64,89648,1,64,64
42367776,3,24,32,89649,1,32,32
42367964,2,37,32,89650,1,32,32
42368064,2,3874,128,89651,1,128,128
42368108,1,38,32,89652,1,32,32
42368167,1,2259,32,89653,1,32,32
42368177,2,703,32,89654,1,32,32
42368579,2,586,32,89655,1,32,32
42368619,1,535,32,89656,1,32,32
42368665,2,144,32,89657,1,32,32
42368873,1,135,32,89658,1,32,32
42369100,1,68,32,89659,1,32,32
42369182,3,801,32,89660,1,32,32
42369269,2,1571,32,89661,1,32,32
42370047,2,662,32,89662,1,32,32
42370275,2,1729,128,89663,1,128,128
42370438,2,2748,32,89664,1,32,32
42370446,2,34,32,89665,1,32,32
42370966,1,129,64,89666,1,64,64
42370970,2,11642,512,89667,1,512,512
42371011,3,86,32,89668,1,32,32
42371057,2,37,32,89669,1,32,32
42371198,2,110,32,89670,1,32,32
42371366,2,122,32,89671,1,32,32
42371437,2,702,32,89672,1,32,32
